name,brand_name,price_of_the_bottle,mrp_of_the_bottle,rating,number_of_rating,size_of_the_bottle,key_ingredients,key_benifits,category
SBL Symphytum Officinale Mother Tincture Q,SBL Pvt Ltd,132.0,150.0,4.6,160.0,30.0,Plant Extract Of The Family Boraginaceae,"Effective herbal remedy for various health issuesManages digestive problems like duodenal ulcers and gastric concernsProvides relief from discomfort such as joint pains, headaches, and backaches",Joint
SBL Justicia Adhatoda Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.7,151.0,30.0,,"Manages concerns assocaited with respiration


Reduces cough and relieves congestion in the chest


Relieves pain and dryness in the throat",Throat care
Dr Willmar Schwabe India Avena Sativa Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,96.8,110.0,4.5,184.0,30.0,,"Useful for sleeping disorders


Boosts energy levels and immunity


Helps manage hormonal imbalance


Safe to use and no side effects",Mental wellness
SBL Mercurius Solubilis Dilution 200 CH,SBL Pvt Ltd,99.1,115.0,4.6,487.0,30.0,Reduces the sweating or nose bleeding during the day and night and the heat of bed in cold and damp weather,"Reduces sweating and nosebleeds


Alleviates bed heat in cold, damp weather


Manages hair loss and oily scalp


Relieves inflammation and scalp burning",ENT
ADEL 20 Proaller Drop,Adel Pekana Germany,260.0,295.0,4.4,86.0,20.0,,Effective for the treatment of eczemaReduces the formation of blistersHelps treat acne and skin rashesHelps dryness of the skin with the formation of scales,Skin care
SBL Argentum Nitricum Dilution 30 CH,SBL Pvt Ltd,88.0,100.0,4.5,313.0,30.0,,Curtails inflammation of throat and stomach regionRelieves headaches and emotional disturbancesProvides relief from sore throatHelps with spasmodic coughSafe for consumption,Throat care
Bakson Mig Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,440.0,500.0,4.5,63.0,200.0,"Provides relief in congestive headache, headache due to sun, exertion, fatigue, stress, eye strain, climate change, depression",Provides relief from migraines and headachesCan help relieve nauseaHelps soothe pain associated with a migraine,Eye Care
SBL Thiosinaminum Trituration Tablet 3X,SBL Pvt Ltd,157.0,175.0,4.5,119.0,25.0,,"Useful for middle ear infection


Reduces scarring


Helps reduce the risk of fibrous scar formation",ENT
ADEL 66 Toxex Drop,Adel Pekana Germany,260.0,295.0,4.4,151.0,20.0,"It supports relief from dry mucous membranes, inflammation of the mucous membrane of the nose, meningitis, flu, bronchitis and pneumonia",Reduces chronic infections and stimulates excretion of toxic metabolic wastesImproves the condition of mucous membranes and liver efficacyLowers the risk of precancerous and cancerous conditions and heals tumours,Digestion
Dr Willmar Schwabe India Calendula Officinalis Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,96.8,110.0,4.5,168.0,30.0,,"Promotes quick healing of injuries


Has diaphoretic and antiseptic properties


Relieves rheumatic pain and mouth ulcers


Promotes healing of keloids",Joint
Dr. Reckeweg R30 Universal Ointment,Dr Reckeweg & Co,588.0,655.0,4.6,92.0,85.0,Atropinum,Helps in the improvement of tissue resistanceAids in healing wounds and bruisesSupports in managing osteoarthritis,Skin care
SBL Colocynthis Dilution 200 CH,SBL Pvt Ltd,99.1,115.0,4.6,346.0,30.0,,Relieves pains and cramps in musclesProvides relief from stiffness and pain in jointsUseful in treating sciatica,Joint
ADEL 7 Apo-Tuss Drop,Adel Pekana Germany,260.0,295.0,4.6,115.0,20.0,Armoracia Rusticana 8X,"Regulates blood circulation and stimulates the digestive organsEliminates infectious irritations of the breathing passagewaysStimulates kidney function to provide faster excretion of toxinsCombats fever, headache and spasms that accompany bronchial infections, whooping cough and the flu",kidney
SBL Alfalfa Tonic with Ginseng Sugar Free,SBL Pvt Ltd,172.0,195.0,4.6,155.0,180.0,Alfalfa,"Reduces the feeling of nervousness, anxiety and stress situationsDesigned?ÿfor people with general debility, weakness, emaciation, loss of appetite and retarded growthMay help people with sexual debility and premature ejaculation",Mental wellness
Dr. Reckeweg Natrum Mur Dilution 200 CH,Dr Reckeweg & Co,138.0,160.0,4.6,274.0,11.0,,"Primarily used to deal with anaemia and inflammation


Useful for digestive disorders


Regulates increased blood sugar levels


Relieves constrictions of the chest and heart",ENT
Bakson B69 Sciatica Drop,Bakson's Homeopathy,162.0,185.0,4.4,157.0,30.0,Aconite nap,B69 drops provide relief from sciatica pain and discomfort?ÿThese Sciatica drops reduce inflammation and ease nerve pain?ÿHelps in the proper circulation of blood to affected areas?ÿTreats sudden and shooting pains in the legs along with numbness feelingsSupports overall nerve health?ÿSafe and effective for long-term use,Skin care
SBL Jaborandi Hair Oil,SBL Pvt Ltd,220.0,270.0,4.4,297.0,200.0,,"Helps in the reduction of hair fallHelps to strengthen and nourish the hair rootsHelps to counter dandruff and premature greying of hairFacilitates an increase in density, volume, and bounce of hair",Hair care
Dr Willmar Schwabe India Syzygium Jambolanum Trituration Tablet 1X,Dr Willmar Schwabe India Pvt Ltd,154.0,175.0,4.5,131.0,20.0,,Helps in reducing raised blood sugar levelsEffective in treating various skin conditionsImproves overall digestive health,Diabetes
Haslab Drox 20 Pilovarin Drop,HASLAB,156.0,170.0,4.6,107.0,30.0,,Provides relief from pilesAlleviates itching and painReduces inflammation of veinsUseful in case of varicose veins,Skin care
Dr. Reckeweg Pulsatilla Dilution 30 CH,Dr Reckeweg & Co,119.0,135.0,4.6,302.0,11.0,Extracts of European Wind Flowering Plant (Pulsatilla Nigricans),"Herbal and natural remedy for respiratory-related concerns


Addresses a wide range of ailments, from colds to joint pains


Offers relief from discomfort and pain",Joint
Dr. Reckeweg Sepia Dilution 30 CH,Dr Reckeweg & Co,120.0,135.0,4.6,212.0,11.0,,"Manages concerns associated with menopause


Relieves fatigue and manages nutritional deficiencies


Helps regulate helathy menstrual cycle",Joint
SBL Drops No. 6 (For Joint Pain),SBL Pvt Ltd,163.0,185.0,4.4,173.0,30.0,,"Manages concerns associated with arthritis


Relieves swelling


Relieves joint and muscle pain",Joint
Bakson Mig Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,189.0,215.0,4.5,63.0,75.0,"Provides relief in congestive headache, headache due to sun, exertion, fatigue, stress, eye strain, climate change, depression",Provides relief from migraines and headachesCan help relieve nauseaHelps soothe pain associated with a migraine,Eye Care
Bakson Astha Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,439.0,500.0,4.4,74.0,200.0,This formula helps manage recurring attacks of cough and cold,Helps fight chronic bronchitisAids in managing coughHelps deal with breathing difficulties,Fever
SBL Drops No. 7 (For Sinusitis),SBL Pvt Ltd,157.0,185.0,4.4,172.0,30.0,,"Helps with sinusitis?ÿ


Manages allergies such as allergic rhinitis and asthma linked to sinusitis


Helps deal with recurrent ear infections",ENT
SBL Fucus Vesiculosus Mother Tincture Q,SBL Pvt Ltd,129.0,150.0,4.6,142.0,30.0,,"Aids in reducing flatulence, managing digestion, and relieving constipationManages healthy weightProvides relief from severe forehead pain and headache",Digestion
SBL Phytolacca Berry Tablet,SBL Pvt Ltd,136.0,155.0,4.3,131.0,25.0,Phytolacca berry HPI Q 20% w/w,Helps to improve metabolism?ÿIndicated in post-natal weight gain,Digestion
Bakson's Calendula Ointment,Bakson's Homeopathy,66.0,75.0,4.7,130.0,25.0,"Bakson's Calendula Ointment heals open wounds, ulcers, superficial burns and scalds","Bakson Calendula Ointment relieves itching, redness, and irritationThis antiseptic cream for burns, made with calendula extract, is completely naturalEffective cream for wounds reduces redness and inflammationCalendula Ointment moisturizes and soothes skin",Skin care
SBL Stobal Cough Syrup,SBL Pvt Ltd,292.0,300.0,4.6,1435.0,500.0,It is a highly efficacious remedy for acute catarrhal conditions of the respiratory tract,"It is a highly efficacious remedy for acute catarrhal conditions of the respiratory tractActs on dry coughs, irritation in the throat and coughs associated with bronchitis, and laryngitisIt reduces spasmodic irritation of the chestA homeopathy cough medicine that removes phlegm and relieves difficulty in swallowing",Throat care
ADEL 83 Bronchi-Pertu Syrup,Adel Pekana Germany,424.0,485.0,4.5,72.0,150.0,,Helps to relieve throat congestionImproves the symptoms of dry coughEffectively controls throat irritationProvides relief from sore throat,Throat care
Lord's Sleepin Drop,Lord's Homoeopathic Laboratory Pvt Ltd,141.0,160.0,3.9,53.0,30.0,Ammonium Brom. 3X,Helps in treating insomnia and disturbed sleep patternsProvides?ÿhelp?ÿto overcome nervous exhaustion and restlessness,Mental wellness
SBL Kali Bichromicum Dilution 200 CH,SBL Pvt Ltd,101.0,115.0,4.5,382.0,30.0,,"Reduces pain and fullness between eyebrows


Manages sense of smell and eases nasal blockage


Alleviates burning pain in the throat",Eye Care
SBL Calcarea Phosphorica Biochemic Tablet 12X,SBL Pvt Ltd,96.8,110.0,4.6,981.0,25.0,,Faciliates aid in case of bone-related problems and dentitionHelps in the growth of teeth and bonesUseful in case of psychological issues such as depressionHelps to increase Calcium and Phosphate content in the body,Joint
ADEL 26 Oss-Regen Drop,Adel Pekana Germany,260.0,295.0,4.4,86.0,20.0,,Aids in improving mobility and flexibility of jointsHelps in the treatment of osteoarthritis and rheumatoid arthritisGlucosamine is essential for building cartilageHelps in relieving pain and inflammation in joints,Joint
Bhargava Thunder-M Tablet,Bhargava Phytolab,264.0,293.0,3.9,54.0,30.0,Damiana 3x,"Used for senile debility, nervous exhaustion and loss of vigour and vitalityIncreases sexual desire and the period of erectionReduces the painful inflammation of the testicles and the prostateAlso prevents premature ejaculation",Skin care
Medisynth Gasgan Pill,Medisynth Chemicals Pvt Ltd,110.0,125.0,4.6,137.0,25.0,Carbo vegetabilis,Relieves stomach aches and gastric disordersPrevents constipationImproves digestion,Digestion
Dr Willmar Schwabe Germany Essentia Aurea Gold Drop,Dr Willmar Schwabe India Pvt Ltd,307.0,330.0,4.5,85.0,20.0,Crataegus Oxycantha acts on heart muscle as a heart tonic,Improves the muscle tone of the heartRegulates the pulse and lowers the blood pressureTakes care of cardiac dropsy associated with dyspnoea,ENT
Dr. Reckeweg Ruta Graveolens Dilution 200 CH,Dr Reckeweg & Co,141.0,160.0,4.6,224.0,11.0,Ruta Graveolens,"Relieves arthritic and rheumatic pains


Alleviates eye strain


Facilitates quick recovery from injuries


Reduces muscle, joint and bone pain",Eye Care
Allen A92 C.K.D.(Chronic Kidney Diseases) Drop,Allen Homoeo & Herbal Products Ltd,153.0,170.0,4.4,89.0,30.0,,"Helps maintain kidney function?ÿ


Elevates levels of creatinine


Reduces glomerular filtration rate (GFR), a measure of kidney function",kidney
Bakson's Biocombination 17 Tablet,Bakson's Homeopathy,684.0,720.0,0.0,0.0,4500.0,"Calcarea fluorica, Kali muriaticum, Ferrum phosphoricum, Kali phosphoricum","Provides relief in piles


Helps reduce pain and inflammation


Manages protruding haemorrhoids",Skin care
Bakson's Calcarea Sulphurica Biochemic Tablet 6X,Bakson's Homeopathy,684.0,720.0,0.0,0.0,4500.0,Calcarea sulphurica biochemic,Helpful in managing ear infections and rashesHeals minor cuts and wounds and skin rashesCan be used to relieve stomach infections,ENT
Bakson's Natrum Phosphoricum Biochemic Tablet 6X,Bakson's Homeopathy,688.0,720.0,4.3,30.0,4500.0,Natrum phosphoricum,It can help manage nausea and morning sicknessIt can help improve digestionIt can be used to reduce acidity and indigestionIt can help regulate the acids present in the body,Eye Care
SBL Caladium Seguinum Dilution 200 CH,SBL Pvt Ltd,99.1,115.0,4.2,707.0,30.0,,Treats conditions related to sexual exhaustion in menProvides relief from stomach pain and crampsRelieves chest congestion and lung disorders,Digestion
Bakson's Natrum Sulphuricum Biochemic Tablet 12X,Bakson's Homeopathy,693.0,720.0,4.6,37.0,4500.0,Natrum sulphuricum,"It can help to maintain good liver health


It can help to reduce headaches


It may help to condition diarrhoea


It also helps to manage symptoms of gout",Fever
Wheezal WL28 Piles Drop,Wheezal Homeo Pharma,147.0,175.0,4.3,138.0,30.0,,"Useful for piles


Helps relieve pain and swelling


It has anti-inflammatory properties


Helps manage swollen and ruptured veins",Joint
Bakson's Magnesium Phosphoricum Biochemic Tablet 12X,Bakson's Homeopathy,684.0,720.0,4.7,58.0,4500.0,,Manages cramps and sciaticaAssists in nervous phenomenaManages all maladies having their origin in nerve cells,Mental wellness
Dr. Reckeweg R37 Intestinal Colic Drop,Dr Reckeweg & Co,232.0,270.0,4.5,82.0,22.0,,Can support liver healthAids to detoxify the systemMay provide relief from cramps,Liver
Dr Willmar Schwabe India Echinacea Angustifolia Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,195.0,220.0,4.6,111.0,30.0,,It helps to relieve tonsils and conditions associated with itIt helps to relieve stomach disorders such as nausea and heartburnIt can also help to get relief from fever with nausea,ENT
Dr Willmar Schwabe India Aspidosperma Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,182.0,220.0,4.5,155.0,30.0,,It is used for treating disorders associated with the respiratory systemHighly beneficial for people suffering from asthma and influenzaIt helps in relieving congestion in the chest and prevents frequent coughing,Fever
Dr Willmar Schwabe India Rhus Toxicodendron Dilution 30 CH,Dr Willmar Schwabe India Pvt Ltd,88.0,100.0,4.6,500.0,30.0,Rhus Toxicodendron,Helps manage sore throat and excessive coughHelps manage skin conditions like itchiness and rashesHelps reduce pains associated with arthritis and rheumatismHelps relieve symptoms of flu and viral infectionsAids in managing sore throat and excessive cough,Throat care
Adven Sinus-Gold Drop,Adven Biotech Pvt Ltd,154.0,175.0,4.6,67.0,30.0,,Provides relief from nasal blockageAlleviates headachesUseful for acute/chronic sinusitisDeals with congestion,Fever
SBL Thuja Gel,SBL Pvt Ltd,64.4,75.0,4.4,171.0,25.0,Thuja occidentalis,Reduces dandruffHas antimicrobial propertiesPrevents warts,Hair care
Dr. Reckeweg Pulsatilla Dilution 200 CH,Dr Reckeweg & Co,141.0,160.0,4.6,302.0,11.0,Extracts of European Wind Flowering Plant (Pulsatilla Nigricans),"Herbal and natural remedy for respiratory-related concerns


Addresses a wide range of ailments, from colds to joint pains


Offers relief from discomfort and pain",Joint
Bakson Homoeopathic Formula P Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,440.0,500.0,4.6,58.0,200.0,Provides relief in problems of prostrate that helps to avoid surgery,Provides relief from prostate issuesPromotes normal functioning of the gland without side effectsHelps manage painful and frequent urination,Health supplement
SBL Aconitum Napellus Dilution 200 CH,SBL Pvt Ltd,98.9,115.0,4.6,686.0,30.0,Extract Of The Plant Monkshood,"Manages concerns associated with physical and mental health


Provides relief from burning headaches, and inflammation in the eyes


Assists with digestive-related concerns and inflammatory fever",Eye Care
SBL Aurum Muriaticum Natronatum Trituration Tablet 3X,SBL Pvt Ltd,264.0,300.0,4.5,81.0,25.0,Reduces the chronic inflammation of the uterus and prolapsed uterus,"Herbal remedy for supporting uterine health


Maintains female reproductive health


Balances hormones",Health supplement
