name,brand_name,price_of_the_bottle,mrp_of_the_bottle,rating,number_of_rating,size_of_the_bottle,key_ingredients,key_benifits,category
SBL Fraxinus Americana Mother Tincture Q,SBL Pvt Ltd,ƒ??284,ƒ??330,4.4,76 Ratings,30 ml Mother Tincture,,"Cramps in the feet with hot flashes are effectively recovered with the help of Fraxinus AmericanaUsed in the cases of enlargement of the uterus, fibrous growths, subinvolution and prolapseBeneficial for treating uterine tumours, with bearing-down sensations",ENT
Allen A15 Indigestion Gas & Acidity Drop,Allen Homoeo & Herbal Products Ltd,ƒ??144,ƒ??170,4.3,138 Ratings,30 ml Drop,Nux vomica 3x 1.00 ml,Improves the digestive processEliminates acidityImproves appetiteSoothes the discomfort caused by indigestionSafe for consumption,Digestion
SBL Bio-Combination 4 Tablet,SBL Pvt Ltd,ƒ??94.1,ƒ??110,4.5,185 Ratings,25 gm Biocombination Tablet,Calcarea Fluorica HPI,It helps to get relief from constipationIt helps with improper intestinal fluidIt improves gut health and well-being of the body,Digestion
Medisynth Witch Hazel Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,86 Ratings,20 gm Cream,Hamamelis virginica,Prevents veinous congestionReduces dark spotsPrevents blood vessels from getting damaged,Skin care
SBL Robinia Pseudacacia Dilution 30 CH,SBL Pvt Ltd,ƒ??85.4,ƒ??100,4.5,358 Ratings,30 ml Dilution,,"Manages hyperacidity and related ailments


Relieves symptoms like loss of appetite and nausea


Assists with digestion, acidity, and gas",Eye Care
SBL Conium Maculatum Dilution 200 CH,SBL Pvt Ltd,ƒ??98.8,ƒ??115,4.4,321 Ratings,30 ml Dilution,,Supports male reproductive healthManages stomach-related concernsAlleviates inflammation and pain in glands,Digestion
SBL Acid Nitricum Dilution 30 CH,SBL Pvt Ltd,ƒ??88,ƒ??100,4.6,344 Ratings,30 ml Dilution,,Potent remedy for headache and intermittent feverActs as a laxative to deal with constipation Useful for respiratory tract ailmentsHelpful in cases of haemorrhoids,Digestion
Medisynth Jondila Sugar Free Syrup,Medisynth Chemicals Pvt Ltd,ƒ??151,ƒ??170,4.4,196 Ratings,200 ml Syrup,,"Improves digestionIncreases appetiteEffective in jaundice, gallstones and liver complications",Digestion
SBL Ruta Graveolens Dilution 30 CH,SBL Pvt Ltd,ƒ??88,ƒ??100,4.6,660 Ratings,30 ml Dilution,,"Manages concerns associated with arthritic and rheumatic pains


Relieves sprain in ankles, knees, feet and lower back


Reduces pain in muscles, joints and bones


Safe to use with no side effects",Joint
SBL Azadirachta Indica Mother Tincture Q,SBL Pvt Ltd,ƒ??95,ƒ??105,4.6,165 Ratings,30 ml Mother Tincture,,"Helps reduce baldness


Soothes irritated skin and manages insect bites


Supports blood purification and blood flow


Reduces gum diseases


Helps manage scabies and skin blisters",Skin care
SBL Tonsilat Tablet,SBL Pvt Ltd,ƒ??145,ƒ??165,4.6,188 Ratings,25 gm Tablet,Mercurius iodatus ruber HPI,It can help to condition tonsilsIt provides relief from sore throatIt can prevent pharyngitis,Throat care
Dr. Reckeweg Carica Papaya Mother Tincture Q,Dr Reckeweg & Co,ƒ??295,ƒ??335,4.7,35 Ratings,20 ml Mother Tincture,,"Effective for various gut disorders


Boosts immunity


Alleviates gum and teeth problems


Relieves rheumatic and arthritic pains


Useful for urinary issues",Dental care
Medisynth Pilen Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.3,289 Ratings,30 ml Drop,Acidum Nitricum,"Addresses problems related to pilesSoothes pain in the areaHelps with constipation problemsHelps with bleeding, non-bleeding, internal, external and blind haemorrhoidsSafe for consumption",Digestion
SBL Silicea Dilution 30 CH,SBL Pvt Ltd,ƒ??90,ƒ??100,4.5,551 Ratings,30 ml Dilution,Silicea helps to take care of imperfect assimilation,"A homeopathy solution, safe for consumptionBeneficial for bone healthCaters to problems relating to stoolSoothes sciatic pain",Joint
SBL Nuphar Lutea Mother Tincture Q,SBL Pvt Ltd,ƒ??290,ƒ??330,4.2,102 Ratings,30 ml Mother Tincture,,Keeps you energized and reduces fatigueHelps with skin conditionsCurtails diarrhoeaSoothes inflammationMay help with sexual health of men,Skin care
LDD Bioscience Tone Max 5000 Drop,LDD Bioscience Pvt Ltd,ƒ??329,ƒ??370,,,30 ml Drop,Damiana,Improves and stimulates libido and increase vigourHas aphrodisiac properties and improves overall health,Health supplement
SBL Abroma Augusta Mother Tincture Q,SBL Pvt Ltd,ƒ??90,ƒ??105,4.6,229 Ratings,30 ml Mother Tincture,,"Effective for diabetes induced bodily weakness and exhaustionUseful for eye, gut and urinary ailmentsRelieves headache and migrainePotent remedy for coryza and fever",Eye Care
Bakson B22 Sinus Drop,Bakson's Homeopathy,ƒ??160,ƒ??185,4.5,172 Ratings,30 ml Drop,Arsenicum album,"B22 drops help relieve symptoms such as frequent sneezing, and a stuffy noseThe B22 drops relieve thick/watery nasal dischargeBakson B22 Drops help in relieving acute and chronic catarrh of the noseThe ideal dosage is 10 drops in lukewarm water three times a day",ENT
Wheezal WL58 Dengue Drop,Wheezal Homeo Pharma,ƒ??171,ƒ??175,,,30 ml Drop,,Helps in quick recovery in case of dengue attackHelps in relieving the symptoms of dengue disease,Fever
Bakson Wart Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,ƒ??185,ƒ??215,4,37 Ratings,75 tablets,Thuja occidentalis 2x,"Potent homoeopathic medicine for warts


Effective against corns


Taken orally, easy-to-swallow tablets


Safe and effective for long-term use",Joint
Dr. Reckeweg Bacopa Monnieri (Brahmi) Mother Tincture Q,Dr Reckeweg & Co,ƒ??224,ƒ??255,4.4,138 Ratings,20 ml Mother Tincture,,"Helps enhance memory and concentration


Helps fight stress


Provides relief from joint and back pain


Does not cause side effects",Joint
Medisynth Wartex Cream,Medisynth Chemicals Pvt Ltd,ƒ??89,ƒ??100,4,285 Ratings,20 gm Cream,,Helps to prevent warts and cornReduces inflammationReduces scars,Skin care
ADEL 44 Venorbis Drop,Adel Pekana Germany,ƒ??260,ƒ??295,4.6,99 Ratings,20 ml Drop,,Removes the result of a restricted blood flowSmoothes down heart attacks and effortless kinds of oedemaActs against sceptic blood positions in the venous vessels and saves the bodyStands against thrombotic states and thrombophlebitis for long times,ENT
SBL Symphytum Officinale Mother Tincture Q,SBL Pvt Ltd,ƒ??132,ƒ??150,4.6,160 Ratings,30 ml Mother Tincture,Plant Extract Of The Family Boraginaceae,"Effective herbal remedy for various health issuesManages digestive problems like duodenal ulcers and gastric concernsProvides relief from discomfort such as joint pains, headaches, and backaches",Joint
LDD Bioscience Tone-Max Syrup,LDD Bioscience Pvt Ltd,ƒ??182,ƒ??200,,,180 ml Syrup,,"Treats general debility, nervous exhaustion, impotence, and issues with dischargeHelps relieve pain due to an enlarged prostate, swollen and tender testicles, or in pelvic areasCan be useful as a restorative tonic in conditions of fatigue",Mental wellness
SBL Justicia Adhatoda Dilution 30 CH,SBL Pvt Ltd,ƒ??88,ƒ??100,4.7,151 Ratings,30 ml Dilution,,"Manages concerns assocaited with respiration


Reduces cough and relieves congestion in the chest


Relieves pain and dryness in the throat",Throat care
Medisynth Witch Hazel Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,86 Ratings,20 gm Cream,Hamamelis virginica,Prevents veinous congestionReduces dark spotsPrevents blood vessels from getting damaged,Skin care
Dr Willmar Schwabe India Avena Sativa Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,ƒ??96.8,ƒ??110,4.5,184 Ratings,30 ml Mother Tincture,,"Useful for sleeping disorders


Boosts energy levels and immunity


Helps manage hormonal imbalance


Safe to use and no side effects",Mental wellness
Medisynth Wartex Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.2,119 Ratings,30 ml Drop,Causticum,Helps to prevent warts and cornReduces inflammationReduces scars,Skin care
SBL Mercurius Solubilis Dilution 200 CH,SBL Pvt Ltd,ƒ??99.1,ƒ??115,4.6,487 Ratings,30 ml Dilution,Reduces the sweating or nose bleeding during the day and night and the heat of bed in cold and damp weather,"Reduces sweating and nosebleeds


Alleviates bed heat in cold, damp weather


Manages hair loss and oily scalp


Relieves inflammation and scalp burning",ENT
ADEL 20 Proaller Drop,Adel Pekana Germany,ƒ??260,ƒ??295,4.4,86 Ratings,20 ml Drop,,Effective for the treatment of eczemaReduces the formation of blistersHelps treat acne and skin rashesHelps dryness of the skin with the formation of scales,Skin care
SBL Argentum Nitricum Dilution 30 CH,SBL Pvt Ltd,ƒ??88,ƒ??100,4.5,313 Ratings,30 ml Dilution,,Curtails inflammation of throat and stomach regionRelieves headaches and emotional disturbancesProvides relief from sore throatHelps with spasmodic coughSafe for consumption,Throat care
LDD Bioscience Mother Tincture Phytolacca Berry Q,LDD Bioscience Pvt Ltd,ƒ??279,ƒ??310,4.4,20 Ratings,100 ml Mother Tincture,This formulation can help improve body metabolism and enhance the digestive system to aid in weight loss and reduce fat from the body,It can help with weight managementIt may improve metabolism and energy levelsIt might help reduce appetiteIt can soothe sore throat,Throat care
Bakson Mig Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,ƒ??440,ƒ??500,4.5,63 Ratings,200 tablets,"Provides relief in congestive headache, headache due to sun, exertion, fatigue, stress, eye strain, climate change, depression",Provides relief from migraines and headachesCan help relieve nauseaHelps soothe pain associated with a migraine,Eye Care
SBL Thiosinaminum Trituration Tablet 3X,SBL Pvt Ltd,ƒ??157,ƒ??175,4.5,119 Ratings,25 gm Trituration Tablet,,"Useful for middle ear infection


Reduces scarring


Helps reduce the risk of fibrous scar formation",ENT
ADEL 66 Toxex Drop,Adel Pekana Germany,ƒ??260,ƒ??295,4.4,151 Ratings,20 ml Drop,"It supports relief from dry mucous membranes, inflammation of the mucous membrane of the nose, meningitis, flu, bronchitis and pneumonia",Reduces chronic infections and stimulates excretion of toxic metabolic wastesImproves the condition of mucous membranes and liver efficacyLowers the risk of precancerous and cancerous conditions and heals tumours,Digestion
Medisynth Gasgan Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.4,149 Ratings,30 ml Drop,Carbo vegetabilis,Relieves stomach aches and gastric disordersPrevents constipationImproves digestion,Digestion
Dr Willmar Schwabe India Calendula Officinalis Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,ƒ??96.8,ƒ??110,4.5,168 Ratings,30 ml Mother Tincture,,"Promotes quick healing of injuries


Has diaphoretic and antiseptic properties


Relieves rheumatic pain and mouth ulcers


Promotes healing of keloids",Joint
LDD Bioscience Hydrastis Canadensis Mother Tincture Q,LDD Bioscience Pvt Ltd,ƒ??477,ƒ??550,4.2,43 Ratings,100 ml Mother Tincture,,Product Highlights:Helps treat coryza and catarrhEases menstruation and ear painsGives relief from ulcers and eczemaEffective in improving appetite,ENT
Dr. Reckeweg R30 Universal Ointment,Dr Reckeweg & Co,ƒ??588,ƒ??655,4.6,92 Ratings,85 gm Ointment,Atropinum,Helps in the improvement of tissue resistanceAids in healing wounds and bruisesSupports in managing osteoarthritis,Skin care
SBL Colocynthis Dilution 200 CH,SBL Pvt Ltd,ƒ??99.1,ƒ??115,4.6,346 Ratings,30 ml Dilution,,Relieves pains and cramps in musclesProvides relief from stiffness and pain in jointsUseful in treating sciatica,Joint
ADEL 7 Apo-Tuss Drop,Adel Pekana Germany,ƒ??260,ƒ??295,4.6,115 Ratings,20 ml Drop,Armoracia Rusticana 8X,"Regulates blood circulation and stimulates the digestive organsEliminates infectious irritations of the breathing passagewaysStimulates kidney function to provide faster excretion of toxinsCombats fever, headache and spasms that accompany bronchial infections, whooping cough and the flu",kidney
Medisynth Aqui Folium Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,91 Ratings,20 gm Cream,Berberis aquifolium extract,Prevents acne and pimplesReduces dark spotsMakes the skin soft and supple,Skin care
SBL Alfalfa Tonic with Ginseng Sugar Free,SBL Pvt Ltd,ƒ??172,ƒ??195,4.6,155 Ratings,180 ml Tonic,Alfalfa,"Reduces the feeling of nervousness, anxiety and stress situationsDesigned?ÿfor people with general debility, weakness, emaciation, loss of appetite and retarded growthMay help people with sexual debility and premature ejaculation",Mental wellness
Dr. Reckeweg Natrum Mur Dilution 200 CH,Dr Reckeweg & Co,ƒ??138,ƒ??160,4.6,274 Ratings,11 ml Dilution,,"Primarily used to deal with anaemia and inflammation


Useful for digestive disorders


Regulates increased blood sugar levels


Relieves constrictions of the chest and heart",ENT
Medisynth Witch Hazel Cream,Medisynth Chemicals Pvt Ltd,ƒ??100,,4.5,86 Ratings,20 gm Cream,Hamamelis virginica,Prevents veinous congestionReduces dark spotsPrevents blood vessels from getting damaged,Skin care
Bakson B69 Sciatica Drop,Bakson's Homeopathy,ƒ??162,ƒ??185,4.4,157 Ratings,30 ml Drop,Aconite nap,B69 drops provide relief from sciatica pain and discomfort?ÿThese Sciatica drops reduce inflammation and ease nerve pain?ÿHelps in the proper circulation of blood to affected areas?ÿTreats sudden and shooting pains in the legs along with numbness feelingsSupports overall nerve health?ÿSafe and effective for long-term use,Skin care
Medisynth Jondila Sugar Free Syrup,Medisynth Chemicals Pvt Ltd,ƒ??151,ƒ??170,4.4,196 Ratings,200 ml Syrup,,"Improves digestionIncreases appetiteEffective in jaundice, gallstones and liver complications",Digestion
SBL Jaborandi Hair Oil,SBL Pvt Ltd,ƒ??220,ƒ??270,4.4,297 Ratings,200 ml Oil,,"Helps in the reduction of hair fallHelps to strengthen and nourish the hair rootsHelps to counter dandruff and premature greying of hairFacilitates an increase in density, volume, and bounce of hair",Hair care
Dr Willmar Schwabe India Syzygium Jambolanum Trituration Tablet 1X,Dr Willmar Schwabe India Pvt Ltd,ƒ??154,ƒ??175,4.5,131 Ratings,20 gm Trituration Tablet,,Helps in reducing raised blood sugar levelsEffective in treating various skin conditionsImproves overall digestive health,Diabetes
Medisynth Wartex Pills,Medisynth Chemicals Pvt Ltd,ƒ??110,ƒ??125,4.2,56 Ratings,25 gm Tablet,,"Safe, effective and painless medication for warts and cornsBeneficial in treating benign epithelial tumorsDoes not leave any mark or scar on the skinReduces tendency to wart formation",Skin care
Haslab Drox 20 Pilovarin Drop,HASLAB,ƒ??156,ƒ??170,4.6,107 Ratings,30 ml Drop,,Provides relief from pilesAlleviates itching and painReduces inflammation of veinsUseful in case of varicose veins,Skin care
Dr. Reckeweg Pulsatilla Dilution 30 CH,Dr Reckeweg & Co,ƒ??119,ƒ??135,4.6,302 Ratings,11 ml Dilution,Extracts of European Wind Flowering Plant (Pulsatilla Nigricans),"Herbal and natural remedy for respiratory-related concerns


Addresses a wide range of ailments, from colds to joint pains


Offers relief from discomfort and pain",Joint
Dr. Reckeweg Sepia Dilution 30 CH,Dr Reckeweg & Co,ƒ??120,ƒ??135,4.6,212 Ratings,11 ml Dilution,,"Manages concerns associated with menopause


Relieves fatigue and manages nutritional deficiencies


Helps regulate helathy menstrual cycle",Joint
SBL Drops No. 6 (For Joint Pain),SBL Pvt Ltd,ƒ??163,ƒ??185,4.4,173 Ratings,30 ml Drop,,"Manages concerns associated with arthritis


Relieves swelling


Relieves joint and muscle pain",Joint
Medisynth Pilen Forte Drop,Medisynth Chemicals Pvt Ltd,ƒ??154,ƒ??175,4.3,289 Ratings,30 ml Drop,Acidum Nitricum,"Addresses problems related to pilesSoothes pain in the areaHelps with constipation problemsHelps with bleeding, non-bleeding, internal, external and blind haemorrhoidsSafe for consumption",Digestion
Bakson Mig Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,ƒ??189,ƒ??215,4.5,63 Ratings,75 tablets,"Provides relief in congestive headache, headache due to sun, exertion, fatigue, stress, eye strain, climate change, depression",Provides relief from migraines and headachesCan help relieve nauseaHelps soothe pain associated with a migraine,Eye Care
Bakson Astha Aid Tablet,Bakson Drugs & Pharmaceuticals Pvt. Ltd.,ƒ??439,ƒ??500,4.4,74 Ratings,200 tablets,This formula helps manage recurring attacks of cough and cold,Helps fight chronic bronchitisAids in managing coughHelps deal with breathing difficulties,Fever
SBL Drops No. 7 (For Sinusitis),SBL Pvt Ltd,ƒ??157,ƒ??185,4.4,172 Ratings,30 ml Drop,,"Helps with sinusitis?ÿ


Manages allergies such as allergic rhinitis and asthma linked to sinusitis


Helps deal with recurrent ear infections",ENT
LDD Bioscience Tone Max 5000 Drop,LDD Bioscience Pvt Ltd,ƒ??329,ƒ??370,,,30 ml Drop,Damiana,Improves and stimulates libido and increase vigourHas aphrodisiac properties and improves overall health,Health supplement
